model_name,vocab_size,hidden_dim,group_name,param_name,param_value,batch_size,learning_rate,best_val_loss,best_val_acc_percent,test_acc_percent,status,log_file
v6250_h32,6250,32,layer_norm,layer_norm,true,64,1e-5,0.289600,88.280000,87.370000,ok,grid_results/final/logs/v6250_h32_layer_norm_layer_norm_true_bs_64_lr_1em5.log
v6250_h32,6250,32,layer_norm,layer_norm,true,64,3e-5,0.291200,88.100000,87.120000,ok,grid_results/final/logs/v6250_h32_layer_norm_layer_norm_true_bs_64_lr_3em5.log
v6250_h32,6250,32,layer_norm,layer_norm,true,128,3e-6,0.290200,88.200000,87.290000,ok,grid_results/final/logs/v6250_h32_layer_norm_layer_norm_true_bs_128_lr_3em6.log
v6250_h32,6250,32,layer_norm,layer_norm,true,128,1e-5,0.290800,88.260000,87.360000,ok,grid_results/final/logs/v6250_h32_layer_norm_layer_norm_true_bs_128_lr_1em5.log
v6250_h32,6250,32,layer_norm,layer_norm,true,128,3e-5,0.290900,88.120000,87.490000,ok,grid_results/final/logs/v6250_h32_layer_norm_layer_norm_true_bs_128_lr_3em5.log
v6250_h32,6250,32,batch_norm,batch_norm,true,32,3e-6,0.296100,88.140000,87.420000,ok,grid_results/final/logs/v6250_h32_batch_norm_batch_norm_true_bs_32_lr_3em6.log
v6250_h32,6250,32,batch_norm,batch_norm,true,32,1e-5,0.294600,88.000000,87.680000,ok,grid_results/final/logs/v6250_h32_batch_norm_batch_norm_true_bs_32_lr_1em5.log
v6250_h32,6250,32,batch_norm,batch_norm,true,32,3e-5,0.297700,88.100000,87.240000,ok,grid_results/final/logs/v6250_h32_batch_norm_batch_norm_true_bs_32_lr_3em5.log
v6250_h32,6250,32,batch_norm,batch_norm,true,64,3e-6,0.295000,88.120000,87.400000,ok,grid_results/final/logs/v6250_h32_batch_norm_batch_norm_true_bs_64_lr_3em6.log
v6250_h32,6250,32,batch_norm,batch_norm,true,64,1e-5,0.295400,88.040000,87.380000,ok,grid_results/final/logs/v6250_h32_batch_norm_batch_norm_true_bs_64_lr_1em5.log
v6250_h32,6250,32,batch_norm,batch_norm,true,64,3e-5,0.295200,88.020000,87.520000,ok,grid_results/final/logs/v6250_h32_batch_norm_batch_norm_true_bs_64_lr_3em5.log
v6250_h32,6250,32,batch_norm,batch_norm,true,128,3e-6,0.297100,88.200000,87.440000,ok,grid_results/final/logs/v6250_h32_batch_norm_batch_norm_true_bs_128_lr_3em6.log
v6250_h32,6250,32,batch_norm,batch_norm,true,128,1e-5,0.298300,88.120000,87.360000,ok,grid_results/final/logs/v6250_h32_batch_norm_batch_norm_true_bs_128_lr_1em5.log
v6250_h32,6250,32,batch_norm,batch_norm,true,128,3e-5,0.296200,88.020000,87.640000,ok,grid_results/final/logs/v6250_h32_batch_norm_batch_norm_true_bs_128_lr_3em5.log
v6250_h32,6250,32,np_reg,np_reg_lambda,0.01,32,3e-6,0.291900,88.560000,87.980000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_0p01_bs_32_lr_3em6.log
v6250_h32,6250,32,np_reg,np_reg_lambda,0.01,32,1e-5,0.291800,88.600000,88.000000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_0p01_bs_32_lr_1em5.log
v6250_h32,6250,32,np_reg,np_reg_lambda,0.01,32,3e-5,0.291600,88.560000,87.910000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_0p01_bs_32_lr_3em5.log
v6250_h32,6250,32,np_reg,np_reg_lambda,0.01,64,3e-6,0.292200,88.620000,87.980000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_0p01_bs_64_lr_3em6.log
v6250_h32,6250,32,np_reg,np_reg_lambda,0.01,64,1e-5,0.291600,88.660000,88.020000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_0p01_bs_64_lr_1em5.log
v6250_h32,6250,32,np_reg,np_reg_lambda,0.01,64,3e-5,0.291200,88.660000,88.040000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_0p01_bs_64_lr_3em5.log
v6250_h32,6250,32,np_reg,np_reg_lambda,0.01,128,3e-6,0.306300,88.440000,87.980000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_0p01_bs_128_lr_3em6.log
v6250_h32,6250,32,np_reg,np_reg_lambda,0.01,128,1e-5,0.291400,88.600000,88.040000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_0p01_bs_128_lr_1em5.log
v6250_h32,6250,32,np_reg,np_reg_lambda,0.01,128,3e-5,0.290700,88.680000,88.090000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_0p01_bs_128_lr_3em5.log
v6250_h32,6250,32,np_reg,np_reg_lambda,0.1,32,3e-6,0.293900,88.540000,88.050000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_0p1_bs_32_lr_3em6.log
v6250_h32,6250,32,np_reg,np_reg_lambda,0.1,32,1e-5,0.293600,88.480000,87.920000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_0p1_bs_32_lr_1em5.log
v6250_h32,6250,32,np_reg,np_reg_lambda,0.1,32,3e-5,0.293600,88.440000,88.000000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_0p1_bs_32_lr_3em5.log
v6250_h32,6250,32,np_reg,np_reg_lambda,0.1,64,3e-6,0.693500,50.980000,48.520000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_0p1_bs_64_lr_3em6.log
v6250_h32,6250,32,np_reg,np_reg_lambda,0.1,64,1e-5,0.293700,88.520000,87.990000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_0p1_bs_64_lr_1em5.log
v6250_h32,6250,32,np_reg,np_reg_lambda,0.1,64,3e-5,0.292800,88.520000,88.060000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_0p1_bs_64_lr_3em5.log
v6250_h32,6250,32,np_reg,np_reg_lambda,0.1,128,3e-6,0.693700,51.020000,48.690000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_0p1_bs_128_lr_3em6.log
v6250_h32,6250,32,np_reg,np_reg_lambda,0.1,128,1e-5,0.293600,88.520000,88.010000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_0p1_bs_128_lr_1em5.log
v6250_h32,6250,32,np_reg,np_reg_lambda,0.1,128,3e-5,0.292000,88.660000,88.140000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_0p1_bs_128_lr_3em5.log
v6250_h32,6250,32,np_reg,np_reg_lambda,1,32,3e-6,0.695300,49.900000,49.950000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_1_bs_32_lr_3em6.log
v6250_h32,6250,32,np_reg,np_reg_lambda,1,32,1e-5,0.297900,88.140000,87.700000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_1_bs_32_lr_1em5.log
v6250_h32,6250,32,np_reg,np_reg_lambda,1,32,3e-5,0.298300,88.220000,87.630000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_1_bs_32_lr_3em5.log
v6250_h32,6250,32,np_reg,np_reg_lambda,1,64,3e-6,0.695400,49.900000,50.000000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_1_bs_64_lr_3em6.log
v6250_h32,6250,32,np_reg,np_reg_lambda,1,64,1e-5,0.299300,88.120000,87.730000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_1_bs_64_lr_1em5.log
v6250_h32,6250,32,np_reg,np_reg_lambda,1,64,3e-5,0.297700,88.140000,87.610000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_1_bs_64_lr_3em5.log
v6250_h32,6250,32,np_reg,np_reg_lambda,1,128,3e-6,0.695400,50.020000,49.600000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_1_bs_128_lr_3em6.log
v6250_h32,6250,32,np_reg,np_reg_lambda,1,128,1e-5,0.327000,87.720000,87.360000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_1_bs_128_lr_1em5.log
v6250_h32,6250,32,np_reg,np_reg_lambda,1,128,3e-5,0.297800,88.120000,87.710000,ok,grid_results/final/logs/v6250_h32_np_reg_np_reg_lambda_1_bs_128_lr_3em5.log
v12500_h64,12500,64,vanilla,none,none,32,3e-6,0.271100,89.540000,88.220000,ok,grid_results/final/logs/v12500_h64_vanilla_none_none_bs_32_lr_3em6.log
v12500_h64,12500,64,vanilla,none,none,32,1e-5,0.271200,89.460000,88.230000,ok,grid_results/final/logs/v12500_h64_vanilla_none_none_bs_32_lr_1em5.log
v12500_h64,12500,64,vanilla,none,none,32,3e-5,0.271800,89.380000,88.000000,ok,grid_results/final/logs/v12500_h64_vanilla_none_none_bs_32_lr_3em5.log
v12500_h64,12500,64,vanilla,none,none,64,3e-6,0.271200,89.540000,88.090000,ok,grid_results/final/logs/v12500_h64_vanilla_none_none_bs_64_lr_3em6.log
v12500_h64,12500,64,vanilla,none,none,64,1e-5,0.271400,89.500000,88.080000,ok,grid_results/final/logs/v12500_h64_vanilla_none_none_bs_64_lr_1em5.log
v12500_h64,12500,64,vanilla,none,none,64,3e-5,0.271600,89.380000,88.240000,ok,grid_results/final/logs/v12500_h64_vanilla_none_none_bs_64_lr_3em5.log
v12500_h64,12500,64,vanilla,none,none,128,3e-6,0.271500,89.440000,88.010000,ok,grid_results/final/logs/v12500_h64_vanilla_none_none_bs_128_lr_3em6.log
v12500_h64,12500,64,vanilla,none,none,128,1e-5,0.271800,89.480000,87.970000,ok,grid_results/final/logs/v12500_h64_vanilla_none_none_bs_128_lr_1em5.log
v12500_h64,12500,64,vanilla,none,none,128,3e-5,0.272200,89.320000,87.910000,ok,grid_results/final/logs/v12500_h64_vanilla_none_none_bs_128_lr_3em5.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-5,32,3e-6,0.271100,89.540000,88.220000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em5_bs_32_lr_3em6.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-5,32,1e-5,0.271200,89.460000,88.230000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em5_bs_32_lr_1em5.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-5,32,3e-5,0.271800,89.380000,88.000000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em5_bs_32_lr_3em5.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-5,64,3e-6,0.271200,89.540000,88.090000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em5_bs_64_lr_3em6.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-5,64,1e-5,0.271400,89.500000,88.080000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em5_bs_64_lr_1em5.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-5,64,3e-5,0.271600,89.380000,88.240000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em5_bs_64_lr_3em5.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-5,128,3e-6,0.271500,89.440000,88.010000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em5_bs_128_lr_3em6.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-5,128,1e-5,0.271800,89.480000,87.970000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em5_bs_128_lr_1em5.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-5,128,3e-5,0.272200,89.320000,87.910000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em5_bs_128_lr_3em5.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-4,32,3e-6,0.271100,89.540000,88.220000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em4_bs_32_lr_3em6.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-4,32,1e-5,0.271200,89.460000,88.230000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em4_bs_32_lr_1em5.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-4,32,3e-5,0.271800,89.380000,88.000000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em4_bs_32_lr_3em5.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-4,64,3e-6,0.271200,89.540000,88.090000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em4_bs_64_lr_3em6.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-4,64,1e-5,0.271400,89.500000,88.080000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em4_bs_64_lr_1em5.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-4,64,3e-5,0.271600,89.380000,88.240000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em4_bs_64_lr_3em5.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-4,128,3e-6,0.271500,89.440000,88.010000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em4_bs_128_lr_3em6.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-4,128,1e-5,0.271800,89.480000,87.970000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em4_bs_128_lr_1em5.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-4,128,3e-5,0.272200,89.320000,87.910000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em4_bs_128_lr_3em5.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-3,32,3e-6,0.271100,89.540000,88.220000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em3_bs_32_lr_3em6.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-3,32,1e-5,0.271200,89.460000,88.230000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em3_bs_32_lr_1em5.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-3,32,3e-5,0.271800,89.360000,88.010000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em3_bs_32_lr_3em5.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-3,64,3e-6,0.271200,89.540000,88.090000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em3_bs_64_lr_3em6.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-3,64,1e-5,0.271400,89.500000,88.080000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em3_bs_64_lr_1em5.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-3,64,3e-5,0.271600,89.380000,88.240000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em3_bs_64_lr_3em5.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-3,128,3e-6,0.271500,89.440000,88.010000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em3_bs_128_lr_3em6.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-3,128,1e-5,0.271800,89.480000,87.970000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em3_bs_128_lr_1em5.log
v12500_h64,12500,64,weight_decay,weight_decay,1e-3,128,3e-5,0.272200,89.320000,87.910000,ok,grid_results/final/logs/v12500_h64_weight_decay_weight_decay_1em3_bs_128_lr_3em5.log
v12500_h64,12500,64,dropout,dropout,0.1,32,3e-6,0.271500,89.520000,88.220000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p1_bs_32_lr_3em6.log
v12500_h64,12500,64,dropout,dropout,0.1,32,1e-5,0.271900,89.460000,88.040000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p1_bs_32_lr_1em5.log
v12500_h64,12500,64,dropout,dropout,0.1,32,3e-5,0.272100,89.500000,88.240000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p1_bs_32_lr_3em5.log
v12500_h64,12500,64,dropout,dropout,0.1,64,3e-6,0.271600,89.540000,88.180000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p1_bs_64_lr_3em6.log
v12500_h64,12500,64,dropout,dropout,0.1,64,1e-5,0.271800,89.480000,88.170000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p1_bs_64_lr_1em5.log
v12500_h64,12500,64,dropout,dropout,0.1,64,3e-5,0.272300,89.500000,88.220000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p1_bs_64_lr_3em5.log
v12500_h64,12500,64,dropout,dropout,0.1,128,3e-6,0.271800,89.500000,88.140000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p1_bs_128_lr_3em6.log
v12500_h64,12500,64,dropout,dropout,0.1,128,1e-5,0.272100,89.440000,88.160000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p1_bs_128_lr_1em5.log
v12500_h64,12500,64,dropout,dropout,0.1,128,3e-5,0.272400,89.280000,88.080000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p1_bs_128_lr_3em5.log
v12500_h64,12500,64,dropout,dropout,0.3,32,3e-6,0.272300,89.480000,88.160000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p3_bs_32_lr_3em6.log
v12500_h64,12500,64,dropout,dropout,0.3,32,1e-5,0.272300,89.420000,88.250000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p3_bs_32_lr_1em5.log
v12500_h64,12500,64,dropout,dropout,0.3,32,3e-5,0.272400,89.420000,88.190000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p3_bs_32_lr_3em5.log
v12500_h64,12500,64,dropout,dropout,0.3,64,3e-6,0.272300,89.480000,88.200000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p3_bs_64_lr_3em6.log
v12500_h64,12500,64,dropout,dropout,0.3,64,1e-5,0.272400,89.480000,88.150000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p3_bs_64_lr_1em5.log
v12500_h64,12500,64,dropout,dropout,0.3,64,3e-5,0.273100,89.440000,88.080000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p3_bs_64_lr_3em5.log
v12500_h64,12500,64,dropout,dropout,0.3,128,3e-6,0.272300,89.480000,88.160000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p3_bs_128_lr_3em6.log
v12500_h64,12500,64,dropout,dropout,0.3,128,1e-5,0.272600,89.420000,88.160000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p3_bs_128_lr_1em5.log
v12500_h64,12500,64,dropout,dropout,0.3,128,3e-5,0.273400,89.380000,88.170000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p3_bs_128_lr_3em5.log
v12500_h64,12500,64,dropout,dropout,0.5,32,3e-6,0.272100,89.460000,88.280000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p5_bs_32_lr_3em6.log
v12500_h64,12500,64,dropout,dropout,0.5,32,1e-5,0.271900,89.480000,88.230000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p5_bs_32_lr_1em5.log
v12500_h64,12500,64,dropout,dropout,0.5,32,3e-5,0.272300,89.400000,88.340000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p5_bs_32_lr_3em5.log
v12500_h64,12500,64,dropout,dropout,0.5,64,3e-6,0.272100,89.520000,88.260000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p5_bs_64_lr_3em6.log
v12500_h64,12500,64,dropout,dropout,0.5,64,1e-5,0.272200,89.480000,88.260000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p5_bs_64_lr_1em5.log
v12500_h64,12500,64,dropout,dropout,0.5,64,3e-5,0.272800,89.460000,88.220000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p5_bs_64_lr_3em5.log
v12500_h64,12500,64,dropout,dropout,0.5,128,3e-6,0.272300,89.480000,88.230000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p5_bs_128_lr_3em6.log
v12500_h64,12500,64,dropout,dropout,0.5,128,1e-5,0.272300,89.420000,88.200000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p5_bs_128_lr_1em5.log
v12500_h64,12500,64,dropout,dropout,0.5,128,3e-5,0.272900,89.400000,88.140000,ok,grid_results/final/logs/v12500_h64_dropout_dropout_0p5_bs_128_lr_3em5.log
v12500_h64,12500,64,layer_norm,layer_norm,true,32,3e-6,0.266600,89.140000,87.720000,ok,grid_results/final/logs/v12500_h64_layer_norm_layer_norm_true_bs_32_lr_3em6.log
v12500_h64,12500,64,layer_norm,layer_norm,true,32,1e-5,0.267200,89.040000,87.720000,ok,grid_results/final/logs/v12500_h64_layer_norm_layer_norm_true_bs_32_lr_1em5.log
v12500_h64,12500,64,layer_norm,layer_norm,true,32,3e-5,0.268700,88.760000,87.220000,ok,grid_results/final/logs/v12500_h64_layer_norm_layer_norm_true_bs_32_lr_3em5.log
v12500_h64,12500,64,layer_norm,layer_norm,true,64,3e-6,0.266800,89.140000,87.760000,ok,grid_results/final/logs/v12500_h64_layer_norm_layer_norm_true_bs_64_lr_3em6.log
v12500_h64,12500,64,layer_norm,layer_norm,true,64,1e-5,0.267900,89.040000,87.490000,ok,grid_results/final/logs/v12500_h64_layer_norm_layer_norm_true_bs_64_lr_1em5.log
v12500_h64,12500,64,layer_norm,layer_norm,true,64,3e-5,0.268800,88.820000,87.470000,ok,grid_results/final/logs/v12500_h64_layer_norm_layer_norm_true_bs_64_lr_3em5.log
v12500_h64,12500,64,layer_norm,layer_norm,true,128,3e-6,0.267000,89.100000,87.720000,ok,grid_results/final/logs/v12500_h64_layer_norm_layer_norm_true_bs_128_lr_3em6.log
v12500_h64,12500,64,layer_norm,layer_norm,true,128,1e-5,0.268000,89.060000,87.470000,ok,grid_results/final/logs/v12500_h64_layer_norm_layer_norm_true_bs_128_lr_1em5.log
v12500_h64,12500,64,layer_norm,layer_norm,true,128,3e-5,0.268400,88.960000,87.630000,ok,grid_results/final/logs/v12500_h64_layer_norm_layer_norm_true_bs_128_lr_3em5.log
v12500_h64,12500,64,batch_norm,batch_norm,true,32,3e-6,0.278900,88.900000,87.740000,ok,grid_results/final/logs/v12500_h64_batch_norm_batch_norm_true_bs_32_lr_3em6.log
v12500_h64,12500,64,batch_norm,batch_norm,true,32,1e-5,0.277900,88.840000,87.580000,ok,grid_results/final/logs/v12500_h64_batch_norm_batch_norm_true_bs_32_lr_1em5.log
v12500_h64,12500,64,batch_norm,batch_norm,true,32,3e-5,0.280600,88.880000,87.810000,ok,grid_results/final/logs/v12500_h64_batch_norm_batch_norm_true_bs_32_lr_3em5.log
v12500_h64,12500,64,batch_norm,batch_norm,true,64,3e-6,0.275900,88.820000,87.860000,ok,grid_results/final/logs/v12500_h64_batch_norm_batch_norm_true_bs_64_lr_3em6.log
v12500_h64,12500,64,batch_norm,batch_norm,true,64,1e-5,0.276600,88.860000,87.790000,ok,grid_results/final/logs/v12500_h64_batch_norm_batch_norm_true_bs_64_lr_1em5.log
v12500_h64,12500,64,batch_norm,batch_norm,true,64,3e-5,0.276700,88.940000,87.850000,ok,grid_results/final/logs/v12500_h64_batch_norm_batch_norm_true_bs_64_lr_3em5.log
v12500_h64,12500,64,batch_norm,batch_norm,true,128,3e-6,0.276800,88.980000,87.910000,ok,grid_results/final/logs/v12500_h64_batch_norm_batch_norm_true_bs_128_lr_3em6.log
v12500_h64,12500,64,batch_norm,batch_norm,true,128,1e-5,0.278200,88.960000,87.800000,ok,grid_results/final/logs/v12500_h64_batch_norm_batch_norm_true_bs_128_lr_1em5.log
v12500_h64,12500,64,batch_norm,batch_norm,true,128,3e-5,0.277800,88.860000,87.870000,ok,grid_results/final/logs/v12500_h64_batch_norm_batch_norm_true_bs_128_lr_3em5.log
v12500_h64,12500,64,np_reg,np_reg_lambda,0.01,32,3e-6,0.270000,89.640000,88.380000,ok,grid_results/final/logs/v12500_h64_np_reg_np_reg_lambda_0p01_bs_32_lr_3em6.log
v12500_h64,12500,64,np_reg,np_reg_lambda,0.01,32,1e-5,0.269700,89.600000,88.380000,ok,grid_results/final/logs/v12500_h64_np_reg_np_reg_lambda_0p01_bs_32_lr_1em5.log
v12500_h64,12500,64,np_reg,np_reg_lambda,0.01,32,3e-5,0.269500,89.540000,88.370000,ok,grid_results/final/logs/v12500_h64_np_reg_np_reg_lambda_0p01_bs_32_lr_3em5.log
v12500_h64,12500,64,np_reg,np_reg_lambda,0.01,64,3e-6,0.269700,89.600000,88.360000,ok,grid_results/final/logs/v12500_h64_np_reg_np_reg_lambda_0p01_bs_64_lr_3em6.log
v12500_h64,12500,64,np_reg,np_reg_lambda,0.01,64,1e-5,0.269200,89.660000,88.310000,ok,grid_results/final/logs/v12500_h64_np_reg_np_reg_lambda_0p01_bs_64_lr_1em5.log
v12500_h64,12500,64,np_reg,np_reg_lambda,0.01,64,3e-5,0.268900,89.640000,88.380000,ok,grid_results/final/logs/v12500_h64_np_reg_np_reg_lambda_0p01_bs_64_lr_3em5.log
v12500_h64,12500,64,np_reg,np_reg_lambda,0.01,128,3e-6,0.269900,89.600000,88.190000,ok,grid_results/final/logs/v12500_h64_np_reg_np_reg_lambda_0p01_bs_128_lr_3em6.log
v12500_h64,12500,64,np_reg,np_reg_lambda,0.01,128,1e-5,0.268500,89.680000,88.270000,ok,grid_results/final/logs/v12500_h64_np_reg_np_reg_lambda_0p01_bs_128_lr_1em5.log
v12500_h64,12500,64,np_reg,np_reg_lambda,0.01,128,3e-5,0.267500,89.660000,88.300000,ok,grid_results/final/logs/v12500_h64_np_reg_np_reg_lambda_0p01_bs_128_lr_3em5.log
v12500_h64,12500,64,np_reg,np_reg_lambda,0.1,32,3e-6,0.272400,89.520000,88.180000,ok,grid_results/final/logs/v12500_h64_np_reg_np_reg_lambda_0p1_bs_32_lr_3em6.log
v12500_h64,12500,64,np_reg,np_reg_lambda,0.1,32,1e-5,0.272300,89.520000,88.380000,ok,grid_results/final/logs/v12500_h64_np_reg_np_reg_lambda_0p1_bs_32_lr_1em5.log
v12500_h64,12500,64,np_reg,np_reg_lambda,0.1,32,3e-5,0.271400,89.640000,88.440000,ok,grid_results/final/logs/v12500_h64_np_reg_np_reg_lambda_0p1_bs_32_lr_3em5.log
v12500_h64,12500,64,np_reg,np_reg_lambda,0.1,64,3e-6,0.272500,89.560000,88.390000,ok,grid_results/final/logs/v12500_h64_np_reg_np_reg_lambda_0p1_bs_64_lr_3em6.log
v12500_h64,12500,64,np_reg,np_reg_lambda,0.1,64,1e-5,0.271800,89.580000,88.420000,ok,grid_results/final/logs/v12500_h64_np_reg_np_reg_lambda_0p1_bs_64_lr_1em5.log
v12500_h64,12500,64,np_reg,np_reg_lambda,0.1,64,3e-5,0.270500,89.660000,88.500000,ok,grid_results/final/logs/v12500_h64_np_reg_np_reg_lambda_0p1_bs_64_lr_3em5.log
v12500_h64,12500,64,np_reg,np_reg_lambda,0.1,128,3e-6,0.697300,49.460000,49.770000,ok,grid_results/final/logs/v12500_h64_np_reg_np_reg_lambda_0p1_bs_128_lr_3em6.log
v12500_h64,12500,64,np_reg,np_reg_lambda,0.1,128,1e-5,0.271000,89.660000,88.450000,ok,grid_results/final/logs/v12500_h64_np_reg_np_reg_lambda_0p1_bs_128_lr_1em5.log
v12500_h64,12500,64,np_reg,np_reg_lambda,0.1,128,3e-5,0.268300,89.740000,88.350000,ok,grid_results/final/logs/v12500_h64_np_reg_np_reg_lambda_0p1_bs_128_lr_3em5.log
v12500_h64,12500,64,np_reg,np_reg_lambda,1,32,3e-6,0.298100,88.780000,88.060000,ok,grid_results/final/logs/v12500_h64_np_reg_np_reg_lambda_1_bs_32_lr_3em6.log
v12500_h64,12500,64,np_reg,np_reg_lambda,1,32,1e-5,0.279500,89.340000,87.820000,ok,grid_results/final/logs/v12500_h64_np_reg_np_reg_lambda_1_bs_32_lr_1em5.log
